ID,Nuser ID,Source Text,Target Text,Source Context,Target Context,Source Lang,Target Lang,Last Edit,Creation Date,Removed,Target Text Edited,Document Title,Document,Source Segment,Source,Comment,Domain,History ID,Wordcount,Favtype,Source Pos,Target Pos,Register,Language Level
108977253,"11,744,472",tenuous,"very weak, uncertain, or lacking importance",His argument was tenuous at best.,,en,en,"June 4, 2026, 9:36 PM","April 20, 2026, 12:48 AM",false,,,,,1,,,,1,def,adj.,,,
103588909,"11,744,472",indispensable,absolutely necessary or essential for a purpose,Water is indispensable for life.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 2:08 AM",false,,,,,1,,,,1,def,adj.,,,
80061224,"11,744,472",stumble,trip or momentarily lose one's balance,He stumbled on the uneven pavement.,,en,en,"June 4, 2026, 9:36 PM","February 8, 2025, 6:13 PM",false,,,,,1,,,,1,def,v.,,,
106070312,"11,744,472",gastrointestinal,related to the stomach and intestines,She has a gastrointestinal disorder.,,en,en,"June 4, 2026, 9:36 PM","March 23, 2026, 9:56 PM",false,,,,,1,,,,1,def,adj.,,,
98431464,"11,744,472",mesmerise,capture the complete attention of someone,The magician's act mesmerised the entire audience.,,en,en,"June 4, 2026, 9:36 PM","December 1, 2025, 4:14 PM",false,,,,,1,,,,1,def,v.,,,
109654167,"11,744,472",warranted,"right, needed, or fitting in a given situation",Extra staff were warranted during the holiday rush.,,en,en,"June 4, 2026, 9:36 PM","April 24, 2026, 11:55 PM",false,,,,,1,,,,1,def,adj.,,,
103883403,"11,744,472",coddle,treat someone with excessive care or indulgence,Parents should not coddle their children too much.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 3:29 PM",false,,,,,1,,,,1,def,v.,,,
106882289,"11,744,472",auxiliary,supplementary or additional to the main,The auxiliary power unit was activated.,,en,en,"June 4, 2026, 9:36 PM","April 1, 2026, 8:10 PM",false,,,,,1,,,,1,def,adj.,,,
109654170,"11,744,472",warrant,justification for an action or belief,His behavior provided no warrant for such accusations.,,en,en,"June 4, 2026, 9:36 PM","April 24, 2026, 11:55 PM",false,,,,,1,,,,1,def,n.,,,
103883469,"11,744,472",latter,relating to the second of two items,"In the pair, the latter is preferred.",,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 3:30 PM",false,,,,,1,,,,1,def,adj.,,,
104662808,"11,744,472",vestige,faint mark or small part left from something gone,The ruins are a vestige of the ancient city.,,en,en,"June 4, 2026, 9:36 PM","March 6, 2026, 8:36 PM",false,,,,,1,,,,1,def,n.,,,
106487462,"11,744,472",sleight,cunning or deceitful actions,He used sleight to win the game.,,en,en,"June 4, 2026, 9:36 PM","March 28, 2026, 7:06 PM",false,,,,,1,,,,1,def,n.,,,
99575858,"11,744,472",grapple,struggle to deal with or overcome a difficulty,She grappled with her emotions during the speech.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 5:47 PM",false,,,,,1,,,,1,def,v.,,,
107665306,"11,744,472",illicit,not allowed by law or social norms,Illicit drugs were found in the car.,,en,en,"June 4, 2026, 9:36 PM","April 8, 2026, 9:45 PM",false,,,,,1,,,,1,def,adj.,,,
101491879,"11,744,472",rookie,newcomer to a profession or activity,The rookie was nervous on his first day at work.,,en,en,"June 4, 2026, 9:36 PM","January 24, 2026, 2:13 AM",false,,,,,1,,,,1,def,n.,,,
104322921,"11,744,472",fathom,understand something deeply or completely,She couldn't fathom his strange behavior.,,en,en,"June 4, 2026, 9:36 PM","March 2, 2026, 9:20 PM",false,,,,,1,,,,1,def,v.,,,
105173367,"11,744,472",compound,consisting of two or more parts,The compound leaf has several leaflets.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 7:30 PM",false,,,,,1,,,,1,def,adj.,,,
100437674,"11,744,472",bylaw,rule governing an organization's internal affairs,The club's bylaw requires members to attend monthly meetings.,,en,en,"June 4, 2026, 9:36 PM","January 7, 2026, 6:02 PM",false,,,,,1,,,,1,def,n.,,,
107836437,"11,744,472",intertwine,twist things together,She intertwined the threads to make a bracelet.,,en,en,"June 4, 2026, 9:36 PM","April 10, 2026, 1:56 PM",false,,,,,1,,,,1,def,v.,,,
102428978,"11,744,472",tenacious,persistent in maintaining or seeking something,His tenacious pursuit of knowledge impressed his teachers.,,en,en,"June 4, 2026, 9:36 PM","February 7, 2026, 1:53 AM",false,,,,,1,,,,1,def,adj.,,,
105749968,"11,744,472",deceptive,likely to make someone believe something that is not true,The advertisement was deceptive and tricked many people.,,en,en,"June 4, 2026, 9:36 PM","March 19, 2026, 8:14 PM",false,,,,,1,,,,1,def,adj.,,,
109185872,"11,744,472",concretely,in a clear and definite way,She explained her plan concretely to avoid confusion.,,en,en,"June 4, 2026, 9:36 PM","April 21, 2026, 4:00 PM",false,,,,,1,,,,1,def,adv.,,,
103589607,"11,744,472",depleted,used up or expended completely,The depleted resources left the village in crisis.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 2:41 AM",false,,,,,1,,,,1,def,adj.,,,
106070334,"11,744,472",intestine,the part of the alimentary canal between stomach and anus,The intestine is crucial for digestion.,,en,en,"June 4, 2026, 9:36 PM","March 23, 2026, 9:56 PM",false,,,,,1,,,,1,def,n.,,,
99231771,"11,744,472",malevolence,hostile attitude or feeling towards others,His malevolence was evident in his harsh words.,,en,en,"June 4, 2026, 9:36 PM","December 16, 2025, 1:34 AM",false,,,,,1,,,,1,def,n.,,,
109186150,"11,744,472",discretion,freedom and ability to make decisions without outside control,The manager has discretion over hiring new staff.,,en,en,"June 4, 2026, 9:36 PM","April 21, 2026, 4:02 PM",false,,,,,1,,,,1,def,n.,,,
103591492,"11,744,472",usher,accompany or escort someone,She ushered the guests into the hall.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 4:13 AM",false,,,,,1,,,,1,def,v.,,,
106075998,"11,744,472",constraint,limitation or restriction on something,The budget constraint limited our options.,,en,en,"June 4, 2026, 9:36 PM","March 23, 2026, 10:45 PM",false,,,,,1,,,,1,def,n.,,,
99231801,"11,744,472",perfidious,characterized by treachery or faithlessness,The perfidious advisor plotted against the king.,,en,en,"June 4, 2026, 9:36 PM","December 16, 2025, 1:37 AM",false,,,,,1,,,,1,def,adj.,,,
106913279,"11,744,472",withhold,keep information or assent to oneself,He chose to withhold the details from the team.,,en,en,"June 4, 2026, 9:36 PM","April 2, 2026, 12:30 AM",false,,,,,1,,,,1,def,v.,,,
109657113,"11,744,472",abundant,present or existing in very large amounts,The region has abundant rainfall each spring.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 12:46 AM",false,,,,,1,,,,1,def,adj.,,,
103915044,"11,744,472",cramping,painful involuntary muscle contractions,She experienced cramping in her legs after the run.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 10:15 PM",false,,Healths - Личная система БАДов,,,4,,,,1,def,n.,,,
104749824,"11,744,472",alternate,occurring by turns repeatedly,They took alternate sips from the same glass.,,en,en,"June 4, 2026, 9:36 PM","March 7, 2026, 11:38 PM",false,,,,,1,,,,1,def,adj.,,,
106510620,"11,744,472",deplorable,deserving strong condemnation or disapproval,The living conditions were deplorable.,,en,en,"June 4, 2026, 9:36 PM","March 29, 2026, 12:07 AM",false,,,,,1,,,,1,def,adj.,,,
99575907,"11,744,472",diminish,make or become less,The noise gradually diminished as we moved away.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 5:48 PM",false,,,,,1,,,,1,def,v.,,,
107674967,"11,744,472",adjacent,next to or adjoining something else,The school is adjacent to the park.,,en,en,"June 4, 2026, 9:36 PM","April 8, 2026, 11:15 PM",false,,,,,1,,,,1,def,adj.,,,
101533475,"11,744,472",travesty,distorted or grotesque imitation of something,"The play was a travesty of the original work, mocking its serious tone.",,en,en,"June 4, 2026, 9:36 PM","January 24, 2026, 7:49 PM",false,,,,,1,,,,1,def,n.,,,
105189485,"11,744,472",peril,exposure to risk or harm,The explorers faced peril in the uncharted territory.,,en,en,"June 4, 2026, 9:36 PM","March 12, 2026, 11:05 PM",false,,,,,1,,,,1,def,n.,,,
100437927,"11,744,472",solicitation,act of asking for something earnestly or urgently,The charity's solicitation for donations was very successful.,,en,en,"June 4, 2026, 9:36 PM","January 7, 2026, 6:06 PM",false,,,,,1,,,,1,def,n.,,,
107922929,"11,744,472",booze,any alcoholic beverage like beer or spirits,He brought some booze to the party.,,en,en,"June 4, 2026, 9:36 PM","April 11, 2026, 12:07 PM",false,,,,,1,,,,1,def,n.,,,
102429248,"11,744,472",resent,express anger or displeasure at something,He resented the unfair treatment at work.,,en,en,"June 4, 2026, 9:36 PM","February 7, 2026, 2:08 AM",false,,,,,1,,,,1,def,v.,,,
102430173,"11,744,472",heresy,belief or opinion profoundly at odds with what is generally accepted,Challenging the status quo was seen as heresy in the scientific community.,,en,en,"June 4, 2026, 9:36 PM","February 7, 2026, 2:20 AM",false,,,,,1,,,,1,def,n.,,,
105777082,"11,744,472",glum,feeling sad and quiet due to disappointment,She felt glum after hearing the bad news.,,en,en,"June 4, 2026, 9:36 PM","March 20, 2026, 7:50 AM",false,,,,,1,,,,1,def,adj.,,,
97142496,"11,744,472",dismal,causing sadness or gloom,The dismal weather ruined our picnic.,,en,en,"June 4, 2026, 9:36 PM","November 10, 2025, 1:45 AM",false,,,,,1,,,,1,def,adj.,,,
109187866,"11,744,472",invoke,appeal to an authority for support,He invoked the law to justify his actions.,,en,en,"June 4, 2026, 9:36 PM","April 21, 2026, 4:09 PM",false,,,,,1,,,,1,def,v.,,,
103621719,"11,744,472",vigilante,person who punishes others without legal authority,The vigilante chased the thief through the alley.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 4:50 PM",false,,,,,1,,,,1,def,n.,,,
99231826,"11,744,472",prejudice,preconceived opinion not based on reason or experience,His decisions were often influenced by prejudice against certain groups.,,en,en,"June 4, 2026, 9:36 PM","December 16, 2025, 1:38 AM",false,,,,,1,,,,1,def,n.,,,
106964226,"11,744,472",dreary,"makes people feel sad, bored, or hopeless",The weather was dreary all week.,,en,en,"June 4, 2026, 9:36 PM","April 2, 2026, 2:37 PM",false,,,,,1,,,,1,def,adj.,,,
109687330,"11,744,472",clogging,the act of becoming blocked or obstructed,Clogging of the drain caused the sink to overflow.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 11:01 AM",false,,,,,1,,,,1,def,n.,,,
103915062,"11,744,472",nausea,feeling of sickness with an inclination to vomit,The roller coaster ride left her with intense nausea.,,en,en,"June 4, 2026, 9:36 PM","February 25, 2026, 10:16 PM",false,,Healths - Личная система БАДов,,,4,,,,1,def,n.,,,
104817611,"11,744,472",connoisseur,expert judge in matters of taste,She is a connoisseur of fine wines.,,en,en,"June 4, 2026, 9:36 PM","March 8, 2026, 8:59 PM",false,,,,,1,,,,1,def,n.,,,
106511511,"11,744,472",clip,cut small pieces from something,He clipped the hedge into a neat shape.,,en,en,"June 4, 2026, 9:36 PM","March 29, 2026, 12:20 AM",false,,,,,1,,,,1,def,v.,,,
99594207,"11,744,472",discrete,separate or distinct in form or concept,The project is divided into discrete phases.,,en,en,"June 4, 2026, 9:36 PM","December 22, 2025, 10:47 PM",false,,,,,1,,,,1,def,adj.,,,
107683687,"11,744,472",grease,animal fat used in cooking,She used bacon grease to flavor the green beans.,,en,en,"June 4, 2026, 9:36 PM","April 9, 2026, 12:44 AM",false,,,,,1,,,,1,def,n.,,,
101533510,"11,744,472",decadence,"decline in moral, cultural values marked by excessive indulgence",The decadence of the empire was marked by lavish parties and disregard for the populace.,,en,en,"June 4, 2026, 9:36 PM","January 24, 2026, 7:49 PM",false,,,,,1,,,,1,def,n.,,,
104434714,"11,744,472",relish,savor the taste or flavor of food,He relished every bite of the meal.,,en,en,"June 4, 2026, 9:36 PM","March 4, 2026, 3:24 AM",false,,,,,1,,,,1,def,v.,,,
105195230,"11,744,472",unhinged,mentally unstable or deranged,His unhinged behavior worried his friends.,,en,en,"June 4, 2026, 9:36 PM","March 13, 2026, 12:46 AM",false,,,,,1,,,,1,def,adj.,,,
100779864,"11,744,472",sacred,not to be violated or profaned,The sacred agreement was honored by all parties.,,en,en,"June 4, 2026, 9:36 PM","January 12, 2026, 11:38 PM",false,,,,,1,,,,1,def,adj.,,,
107923040,"11,744,472",spurn,reject with disdain or contempt,He spurned the offer without a second thought.,,en,en,"June 4, 2026, 9:36 PM","April 11, 2026, 12:10 PM",false,,,,,1,,,,1,def,v.,,,
105195237,"11,744,472",hinge,joint on which a door or lid swings,The wooden door creaked loudly as its hinge needed oiling.,,en,en,"June 4, 2026, 9:36 PM","March 13, 2026, 12:46 AM",false,,,,,1,,,,1,def,n.,,,
107947553,"11,744,472",dwarf,small magical being in folklore,The dwarf crafted a magical sword.,,en,en,"June 4, 2026, 9:36 PM","April 11, 2026, 4:25 PM",false,,,,,1,,,,1,def,n.,,,
102552930,"11,744,472",implacable,impossible to prevent or stop,The implacable storm raged for hours.,,en,en,"June 4, 2026, 9:36 PM","February 8, 2026, 10:54 PM",false,,,,,1,,,,1,def,adj.,,,
105795207,"11,744,472",compelling,"very interesting or exciting, hard to resist",The book was so compelling that she read it in one sitting.,,en,en,"June 4, 2026, 9:36 PM","March 20, 2026, 1:08 PM",false,,,,,1,,,,1,def,adj.,,,
109197852,"11,744,472",granular,detailed and involving many small elements,"The report was granular, covering every aspect of the project in detail.",,en,en,"June 4, 2026, 9:36 PM","April 21, 2026, 5:13 PM",false,,,,,1,,,,1,def,adj.,,,
103621724,"11,744,472",vigilant,carefully observant and attentive to surroundings,She was vigilant in monitoring the patient's condition.,,en,en,"June 4, 2026, 9:36 PM","February 22, 2026, 4:50 PM",false,,,,,1,,,,1,def,adj.,,,
99231830,"11,744,472",misogyny,strong dislike or hatred of women,His misogyny was obvious in his comments about women.,,en,en,"June 4, 2026, 9:36 PM","December 16, 2025, 1:38 AM",false,,,,,1,,,,1,def,n.,,,
106964242,"11,744,472",drear,"bleak and depressing, often in a poetic sense",The drear landscape stretched endlessly before us.,,en,en,"June 4, 2026, 9:36 PM","April 2, 2026, 2:37 PM",false,,,,,1,,,,1,def,adj.,,,
109706703,"11,744,472",flaunt,display something to attract attention or admiration,She flaunted her new dress at the party.,,en,en,"June 4, 2026, 9:36 PM","April 25, 2026, 2:22 PM",false,,,,,1,,,,1,def,v.,,,
103925162,"11,744,472",relent,stop being strict and allow what was refused before,"After much pleading, she finally relented and let him go.",,en,en,"June 4, 2026, 9:36 PM","February 26, 2026, 1:13 AM",false,,,,,1,,,,1,def,v.,,,
104818057,"11,744,472",shun,avoid someone or something deliberately,She decided to shun unhealthy foods.,,en,en,"June 4, 2026, 9:36 PM","March 8, 2026, 9:07 PM",false,,,,,1,,,,1,def,v.,,,
106511611,"11,744,472",revolve,turn around a central point or axis,The Earth revolves around the Sun.,,en,en,"June 4, 2026, 9:36 PM","March 29, 2026, 12:23 AM",false,,,,,1,,,,1,def,v.,,,
99602331,"11,744,472",lump,small solid mass without definite shape,She found a lump of clay in the garden.,,en,en,"June 4, 2026, 9:36 PM","December 23, 2025, 2:00 AM",false,,,,,1,,,,1,def,n.,,,
107683809,"11,744,472",mere,"describes something as just, only, or no more than",It was the mere suggestion that upset him.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 5:55 PM",false,,,,,1,,,,1,def,adj.,,,
101550261,"11,744,472",noble,having high moral qualities and unselfish character,She was admired for her noble actions.,,en,en,"June 4, 2026, 9:36 PM","January 25, 2026, 1:27 AM",false,,,,,1,,,,1,def,adj.,,,
104468946,"11,744,472",miraculously,in a way that seems impossible or extraordinary,She miraculously recovered from the illness.,,en,en,"June 4, 2026, 9:36 PM","March 4, 2026, 2:44 PM",false,,,,,1,,,,1,def,adv.,,,
104818496,"11,744,472",conformity,adherence to social norms,Conformity in fashion trends is common among teenagers.,,en,en,"June 4, 2026, 9:36 PM","March 8, 2026, 9:13 PM",false,,,,,1,,,,1,def,n.,,,
106538449,"11,744,472",tweak,modify slightly,The software needs to be tweaked for better usability.,,en,en,"June 4, 2026, 9:36 PM","March 29, 2026, 11:52 AM",false,,,,,1,,,,1,def,v.,,,
99628817,"11,744,472",tout,promote something aggressively to persuade others,He touted his new book at the event.,,en,en,"June 4, 2026, 9:36 PM","December 23, 2025, 4:39 PM",false,,,,,1,,,,1,def,v.,,,
107683810,"11,744,472",bashed,damaged by being hit,The bashed car was still drivable.,,en,en,"June 4, 2026, 9:36 PM","January 30, 2026, 5:56 PM",false,,,,,1,,,,1,def,adj.,,,
101550470,"11,744,472",favorable,showing approval or support,The teacher gave a favorable review of the project.,,en,en,"June 4, 2026, 9:36 PM","January 25, 2026, 1:38 AM",false,,,,,1,,,,1,def,adj.,,,
104497585,"11,744,472",dubious,not completely honest or safe,The deal sounded dubious to investors.,,en,en,"June 4, 2026, 9:36 PM","March 4, 2026, 8:57 PM",false,,,,,1,,,,1,def,adj.,,,
105269706,"11,744,472",virtue,quality considered morally good or desirable in a person,Patience is a virtue that he cultivates.,,en,en,"June 4, 2026, 9:36 PM","March 14, 2026, 1:38 AM",false,,,,,1,,,,1,def,n.,,,
101091265,"11,744,472",supremacist,advocate for a group's dominance over others,The supremacist led a rally promoting ethnic superiority.,,en,en,"June 4, 2026, 9:36 PM","January 18, 2026, 2:30 AM",false,,,,,1,,,,1,def,n.,,,
107959594,"11,744,472",colloquial,used in informal spoken conversation or everyday speech,That word is too colloquial for a formal essay.,,en,en,"June 4, 2026, 9:36 PM","April 11, 2026, 7:15 PM",false,,,,,1,,,,1,def,adj.,,,
